ОЭС;Дата;Час;Объем полного планового потребления, МВт*ч;Объем планового производства, МВт*ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт*ч;Индекс равновесных цен на продажу электроэнергии, руб.МВт*ч;Максимальный индекс равновесной цены, руб.МВт*ч;Минимальный индекс равновесной цены, руб.МВт*ч;
ОЭС Центра;10.07.2023;19;26391.26;25254.63;1802.89;1753.97;2140.28;1675.83;
ОЭС Центра;10.07.2023;20;26080.49;24926.46;1762.67;1705.85;2219.81;1600.79;
ОЭС Центра;10.07.2023;21;26321.36;25204.63;1790.08;1730.96;2244.70;1624.10;
ОЭС Центра;10.07.2023;22;25421.48;24376.73;1641.26;1586.57;2055.75;1301.94;
ОЭС Центра;10.07.2023;23;24607.14;22669.06;1508.29;1441.55;1851.77;1132.97;
ОЭС Центра;09.07.2023;0;23251.55;21413.77;1529.18;1488.87;1700.00;1176.56;
ОЭС Центра;09.07.2023;1;22343.58;21092.44;1370.83;1335.64;1577.00;1056.08;
ОЭС Центра;09.07.2023;2;21709.46;20594.11;1204.08;1172.80;1389.85;912.41;
ОЭС Центра;09.07.2023;3;21213.31;20372.55;1123.16;1093.99;1303.26;844.87;
ОЭС Центра;09.07.2023;4;20800.37;20111.00;1080.10;1051.28;1262.29;912.79;
ОЭС Центра;09.07.2023;5;20792.96;20172.11;1084.48;1055.56;1309.75;924.94;
ОЭС Центра;09.07.2023;6;20583.82;20755.92;1251.85;1220.53;1526.39;1140.32;
ОЭС Центра;09.07.2023;7;21513.41;21391.99;1450.33;1413.46;1790.84;1314.33;
ОЭС Центра;09.07.2023;8;23049.54;23343.35;1599.79;1557.95;2055.29;1465.12;
ОЭС Центра;09.07.2023;9;24405.07;23579.97;1920.76;1866.29;2412.75;1744.62;
ОЭС Центра;09.07.2023;10;25208.74;23735.30;2081.68;2022.23;2561.06;1914.77;
ОЭС Центра;09.07.2023;11;25449.36;23870.59;2124.09;2062.37;2640.29;1927.79;
ОЭС Центра;09.07.2023;12;25468.70;23832.15;2115.72;2054.44;2625.51;1926.07;
ОЭС Центра;09.07.2023;13;25538.89;23923.61;2135.37;2073.34;2649.96;1943.81;
ОЭС Центра;09.07.2023;14;25527.68;23940.58;2131.36;2073.70;2544.97;1948.96;
ОЭС Центра;09.07.2023;15;25486.72;23963.85;2132.50;2075.06;2549.76;1941.88;
ОЭС Центра;09.07.2023;16;25473.20;24155.85;2101.32;2041.77;2489.14;1918.89;
ОЭС Центра;09.07.2023;17;25457.00;24683.34;2034.45;1973.49;2471.06;1829.05;
ОЭС Центра;09.07.2023;18;25356.41;24662.23;1996.18;1936.26;2457.88;1794.09;
ОЭС Центра;09.07.2023;19;25176.11;24632.51;1965.77;1906.94;2427.40;1788.56;
ОЭС Центра;09.07.2023;20;25144.63;24619.11;1934.61;1876.38;2379.37;1762.77;
ОЭС Центра;09.07.2023;21;25522.30;24614.50;1954.36;1893.99;2370.76;1742.80;
ОЭС Центра;09.07.2023;22;24776.74;23002.59;1892.94;1834.78;2232.63;1434.52;
ОЭС Центра;09.07.2023;23;24120.83;22064.94;1624.92;1578.98;1927.72;1146.69;
ОЭС Центра;08.07.2023;0;23962.21;22762.84;1429.38;1388.06;1657.92;1097.83;
ОЭС Центра;08.07.2023;1;23041.95;22373.49;1278.17;1241.73;1483.07;960.84;
ОЭС Центра;08.07.2023;2;22401.40;22018.07;1130.78;1098.56;1325.14;814.31;
ОЭС Центра;08.07.2023;3;21933.56;21615.96;1034.99;1005.01;1211.89;742.89;
ОЭС Центра;08.07.2023;4;21535.02;21597.32;960.53;932.77;1141.18;815.89;
ОЭС Центра;08.07.2023;5;21494.10;21812.81;1069.31;1038.53;1277.56;936.07;
ОЭС Центра;08.07.2023;6;21379.94;22442.32;1193.63;1161.69;1446.40;1085.12;
ОЭС Центра;08.07.2023;7;22472.04;23105.80;1369.97;1332.97;1665.34;1239.47;
ОЭС Центра;08.07.2023;8;24152.95;24469.27;1566.76;1522.73;1943.66;1452.23;
ОЭС Центра;08.07.2023;9;25651.08;25503.24;1959.23;1900.60;2383.40;1794.08;
ОЭС Центра;08.07.2023;10;26385.94;25588.11;2089.47;2025.19;2479.48;1929.37;
ОЭС Центра;08.07.2023;11;26570.41;25624.06;2108.91;2042.90;2530.49;1914.02;
ОЭС Центра;08.07.2023;12;26539.37;25609.29;2106.92;2041.06;2528.43;1893.67;
ОЭС Центра;08.07.2023;13;26634.08;25623.55;2120.47;2053.53;2539.95;1936.97;
ОЭС Центра;08.07.2023;14;26582.83;25601.96;2116.52;2049.66;2525.44;1940.14;
ОЭС Центра;08.07.2023;15;26403.89;25451.28;2105.06;2039.32;2513.18;1904.11;
ОЭС Центра;08.07.2023;16;26245.97;25685.44;2078.30;2014.51;2469.68;1880.31;
ОЭС Центра;08.07.2023;17;26094.36;25954.04;1997.82;1935.49;2357.37;1797.44;
ОЭС Центра;08.07.2023;18;25813.09;25733.77;1950.77;1889.62;2302.65;1756.01;
ОЭС Центра;08.07.2023;19;25498.16;25753.50;1965.93;1905.11;2309.12;1761.80;
ОЭС Центра;08.07.2023;20;25451.65;25720.75;1935.15;1876.05;2282.68;1755.80;
ОЭС Центра;08.07.2023;21;25737.12;25682.76;1926.03;1865.72;2243.51;1702.94;
ОЭС Центра;08.07.2023;22;24982.69;24165.72;1912.07;1852.22;2174.99;1544.54;
ОЭС Центра;08.07.2023;23;24427.47;23254.15;1640.30;1591.88;1881.25;1210.71;
ОЭС Центра;07.07.2023;0;23635.46;22114.81;1071.36;1039.79;1228.94;835.06;
ОЭС Центра;07.07.2023;1;22682.57;21907.87;909.31;883.32;1063.48;700.45;
ОЭС Центра;07.07.2023;2;21989.35;21917.87;831.00;807.84;994.91;618.44;
ОЭС Центра;07.07.2023;3;21530.35;21918.77;795.79;774.10;957.32;610.04;
ОЭС Центра;07.07.2023;4;21228.43;21913.77;789.12;767.69;956.47;680.65;
ОЭС Центра;07.07.2023;5;21808.93;21912.77;881.71;856.96;1069.41;790.68;
ОЭС Центра;07.07.2023;6;22465.67;22381.72;1120.27;1089.37;1367.49;1032.68;
ОЭС Центра;07.07.2023;7;24474.34;23514.70;1526.41;1483.11;1908.49;1400.33;
ОЭС Центра;07.07.2023;8;26777.69;25745.95;1799.33;1745.48;2214.90;1672.16;
ОЭС Центра;07.07.2023;9;28279.40;26539.33;2097.90;2033.32;2510.86;1919.50;
ОЭС Центра;07.07.2023;10;28752.63;26927.17;2128.32;2062.27;2481.13;1963.78;
ОЭС Центра;07.07.2023;11;28816.41;27137.22;2126.92;2060.32;2515.26;1961.50;
ОЭС Центра;07.07.2023;12;28672.43;26988.92;2095.84;2029.71;2473.63;1887.78;
ОЭС Центра;07.07.2023;13;28906.08;27293.79;2126.25;2058.56;2499.00;1928.39;
ОЭС Центра;07.07.2023;14;28925.85;27265.76;2130.65;2063.34;2510.60;1938.52;
ОЭС Центра;07.07.2023;15;28706.57;27082.74;2127.17;2060.01;2498.28;1909.79;
ОЭС Центра;07.07.2023;16;28476.79;26736.91;2125.66;2059.45;2502.82;1932.04;
ОЭС Центра;07.07.2023;17;28096.39;26215.30;2132.37;2067.22;2531.98;1946.38;
ОЭС Центра;07.07.2023;18;27670.01;25763.41;2111.52;2048.03;2482.73;1945.84;
ОЭС Центра;07.07.2023;19;27205.04;25311.64;2087.41;2024.88;2432.87;1888.76;
ОЭС Центра;07.07.2023;20;26851.19;25206.09;2045.23;1984.42;2394.28;1871.60;
ОЭС Центра;07.07.2023;21;27065.61;25192.30;2089.95;2026.74;2425.95;1888.63;
ОЭС Центра;07.07.2023;22;26137.65;24299.53;1899.63;1840.24;2194.06;1549.30;
ОЭС Центра;07.07.2023;23;25342.16;22911.16;1610.45;1564.03;1879.73;1243.38;
ОЭС Центра;06.07.2023;0;23362.42;22170.48;1078.17;1046.12;1252.34;777.64;
ОЭС Центра;06.07.2023;1;22424.00;21937.12;891.44;865.23;1056.29;603.58;
ОЭС Центра;06.07.2023;2;21820.56;21946.62;785.94;762.98;955.79;510.12;
ОЭС Центра;06.07.2023;3;21392.39;21974.17;731.90;711.10;894.56;550.69;
ОЭС Центра;06.07.2023;4;21106.46;22014.17;660.93;642.05;817.40;535.28;
ОЭС Центра;06.07.2023;5;21638.88;22071.17;731.59;710.27;902.31;669.29;
ОЭС Центра;06.07.2023;6;22272.64;22246.67;944.10;917.25;1154.35;874.64;
ОЭС Центра;06.07.2023;7;24225.86;23962.37;1450.81;1409.45;1828.03;1348.18;
ОЭС Центра;06.07.2023;8;26332.00;26081.93;1657.23;1608.35;2026.70;1541.02;
ОЭС Центра;06.07.2023;9;27799.43;26898.01;1973.49;1910.65;2322.17;1812.58;
ОЭС Центра;06.07.2023;10;28339.26;27244.63;2003.09;1938.29;2369.90;1834.90;
ОЭС Центра;06.07.2023;11;28329.06;27211.00;2001.68;1937.04;2362.81;1840.59;
ОЭС Центра;06.07.2023;12;28199.92;27215.49;1967.30;1903.32;2312.75;1773.59;
ОЭС Центра;06.07.2023;13;28484.32;27377.50;2007.90;1941.96;2381.57;1819.22;
ОЭС Центра;06.07.2023;14;28551.69;27398.45;2013.62;1947.14;2389.34;1828.21;
ОЭС Центра;06.07.2023;15;28485.72;27428.54;2040.26;1968.52;2381.92;1836.70;
ОЭС Центра;06.07.2023;16;28364.43;27149.72;2015.04;1944.46;2377.52;1813.01;
ОЭС Центра;06.07.2023;17;28038.60;26574.34;2017.24;1952.66;2414.09;1831.59;
ОЭС Центра;06.07.2023;18;27633.50;26401.63;1977.18;1914.67;2381.86;1820.41;
ОЭС Центра;06.07.2023;19;27103.33;26178.73;1896.86;1839.12;2285.50;1728.94;
ОЭС Центра;06.07.2023;20;26854.47;26130.13;1855.96;1800.28;2231.62;1683.04;
ОЭС Центра;06.07.2023;21;26981.84;26108.63;1833.59;1777.80;2198.91;1663.44;
ОЭС Центра;06.07.2023;22;26006.26;25053.84;1653.02;1595.61;1952.23;1453.97;
ОЭС Центра;06.07.2023;23;25127.60;23053.13;1392.71;1351.63;1644.40;1164.44;
ОЭС Центра;05.07.2023;0;23411.40;21839.50;1077.38;1044.42;1246.49;779.59;
ОЭС Центра;05.07.2023;1;22512.80;21590.52;888.24;861.26;1048.45;590.03;
ОЭС Центра;05.07.2023;2;21889.19;21593.52;809.53;785.29;976.81;513.35;
ОЭС Центра;05.07.2023;3;21434.91;21636.92;765.86;743.55;927.49;577.34;
ОЭС Центра;05.07.2023;4;21191.94;21665.92;708.62;687.80;867.10;586.81;
ОЭС Центра;05.07.2023;5;21501.24;21763.72;784.89;761.72;962.57;717.39;
ОЭС Центра;05.07.2023;6;22142.72;22242.61;1066.99;1036.05;1304.95;979.40;
ОЭС Центра;05.07.2023;7;24093.21;24154.14;1450.98;1408.43;1865.50;1346.42;
ОЭС Центра;05.07.2023;8;26213.70;25972.78;1689.66;1640.17;2146.21;1572.72;
ОЭС Центра;05.07.2023;9;27601.90;26996.56;1988.99;1928.62;2388.66;1824.53;
ОЭС Центра;05.07.2023;10;28069.02;27163.42;2062.89;1998.29;2456.55;1909.09;
ОЭС Центра;05.07.2023;11;28125.97;27021.67;2086.70;2021.76;2501.02;1920.34;
ОЭС Центра;05.07.2023;12;27962.67;26846.03;2070.82;2006.72;2487.29;1896.76;
ОЭС Центра;05.07.2023;13;28180.71;27292.42;2079.64;2014.36;2499.20;1918.02;
ОЭС Центра;05.07.2023;14;28174.19;26628.85;2118.67;2052.73;2522.08;1934.77;
ОЭС Центра;05.07.2023;15;28002.16;26578.65;2109.87;2044.19;2514.08;1923.83;
ОЭС Центра;05.07.2023;16;27798.07;26502.63;2085.03;2021.56;2494.47;1905.94;
ОЭС Центра;05.07.2023;17;27505.14;26258.99;2069.48;2007.12;2425.50;1885.85;
ОЭС Центра;05.07.2023;18;27155.91;26018.16;2010.88;1951.05;2395.35;1854.41;
ОЭС Центра;05.07.2023;19;26794.90;25873.58;1935.69;1878.10;2307.94;1776.68;
ОЭС Центра;05.07.2023;20;26463.48;25835.38;1853.94;1799.69;2225.17;1692.54;
ОЭС Центра;05.07.2023;21;26622.38;25832.28;1833.32;1779.07;2191.31;1665.82;
ОЭС Центра;05.07.2023;22;25767.73;24492.58;1598.28;1550.26;1889.12;1236.79;
ОЭС Центра;05.07.2023;23;24869.07;22974.43;1363.62;1322.33;1606.83;983.21;
ОЭС Центра;04.07.2023;0;23139.72;22095.65;1187.55;1124.05;1428.65;837.25;
ОЭС Центра;04.07.2023;1;22282.65;21667.14;1025.20;961.43;1264.07;618.07;
ОЭС Центра;04.07.2023;2;21633.86;21481.29;894.32;835.48;1138.12;473.83;
ОЭС Центра;04.07.2023;3;21242.22;21514.39;810.97;782.42;983.30;525.33;
ОЭС Центра;04.07.2023;4;20959.96;21568.83;734.85;707.34;909.31;479.91;
ОЭС Центра;04.07.2023;5;21288.52;21776.79;836.24;807.38;1028.11;632.78;
ОЭС Центра;04.07.2023;6;21930.21;22465.29;1265.42;1223.55;1596.04;1021.35;
ОЭС Центра;04.07.2023;7;23808.44;24390.56;1471.05;1422.53;1887.68;1261.98;
ОЭС Центра;04.07.2023;8;25695.32;26492.47;1699.26;1645.16;2116.18;1554.68;
ОЭС Центра;04.07.2023;9;27095.54;26908.96;1997.04;1932.96;2315.23;1840.08;
ОЭС Центра;04.07.2023;10;27543.69;27304.39;2058.69;1990.53;2400.00;1895.15;
ОЭС Центра;04.07.2023;11;27519.11;27196.69;2063.30;1997.57;2402.89;1902.97;
ОЭС Центра;04.07.2023;12;27279.97;26798.58;2038.93;1972.46;2375.87;1876.82;
ОЭС Центра;04.07.2023;13;27491.43;27102.05;2056.78;1988.35;2444.38;1890.24;
ОЭС Центра;04.07.2023;14;27458.12;26426.27;2097.33;2026.89;2480.00;1926.32;
ОЭС Центра;04.07.2023;15;27297.57;26424.67;2085.73;2016.12;2470.00;1914.25;
ОЭС Центра;04.07.2023;16;27075.66;26294.08;2057.54;1989.95;2450.00;1892.96;
ОЭС Центра;04.07.2023;17;26869.97;26058.05;2043.81;1979.87;2393.85;1908.90;
ОЭС Центра;04.07.2023;18;26639.08;25803.60;1998.14;1936.15;2350.00;1868.77;
ОЭС Центра;04.07.2023;19;26226.24;25644.15;1899.88;1841.09;2243.16;1771.19;
ОЭС Центра;04.07.2023;20;26129.92;25652.65;1861.11;1804.01;2178.74;1732.68;
ОЭС Центра;04.07.2023;21;26271.63;25659.25;1860.95;1803.43;2175.06;1728.29;
ОЭС Центра;04.07.2023;22;25272.56;24412.95;1602.40;1552.45;1851.86;1368.03;
ОЭС Центра;04.07.2023;23;24487.33;23075.11;1409.42;1361.28;1631.73;1105.17;
ОЭС Центра;03.07.2023;0;22717.22;21675.99;1343.59;1296.93;1546.88;1015.74;
ОЭС Центра;03.07.2023;1;21857.80;21051.33;1109.89;1070.51;1287.06;789.83;
ОЭС Центра;03.07.2023;2;21290.15;20810.64;963.59;929.58;1134.67;657.58;
ОЭС Центра;03.07.2023;3;20895.09;20856.04;887.71;856.84;1052.47;685.21;
ОЭС Центра;03.07.2023;4;20658.28;21011.44;907.22;834.20;1196.06;261.81;
ОЭС Центра;03.07.2023;5;21047.91;21520.91;1004.64;917.38;1346.45;197.41;
ОЭС Центра;03.07.2023;6;21719.10;22367.80;1309.34;1266.72;1587.48;1197.97;
ОЭС Центра;03.07.2023;7;23547.60;23931.38;1475.14;1425.35;1856.56;1360.94;
ОЭС Центра;03.07.2023;8;25647.79;26094.42;1741.04;1684.14;2140.00;1604.38;
ОЭС Центра;03.07.2023;9;27038.21;26461.90;2011.21;1947.41;2372.20;1861.98;
ОЭС Центра;03.07.2023;10;27537.62;26804.62;2058.69;1986.74;2400.00;1886.19;
ОЭС Центра;03.07.2023;11;27511.59;26755.70;2058.43;1986.19;2439.84;1883.66;
ОЭС Центра;03.07.2023;12;27328.51;26577.18;2048.37;1976.12;2413.83;1869.12;
ОЭС Центра;03.07.2023;13;27523.33;26728.97;2061.48;1988.81;2459.89;1883.06;
ОЭС Центра;03.07.2023;14;27514.25;26703.45;2057.49;1984.86;2443.76;1876.99;
ОЭС Центра;03.07.2023;15;27343.69;26562.02;2052.12;1979.69;2426.77;1871.08;
ОЭС Центра;03.07.2023;16;27154.77;26588.16;2036.91;1957.49;2380.65;1711.71;
ОЭС Центра;03.07.2023;17;26855.81;25887.66;2044.75;1972.88;2394.51;1815.76;
ОЭС Центра;03.07.2023;18;26597.26;25743.86;2030.63;1958.84;2350.00;1836.95;
ОЭС Центра;03.07.2023;19;26228.70;25497.51;1955.38;1889.73;2300.00;1653.71;
ОЭС Центра;03.07.2023;20;26015.12;25452.30;1862.49;1799.69;2197.26;1421.86;
ОЭС Центра;03.07.2023;21;26078.79;25461.40;1763.73;1703.81;2085.48;1363.77;
ОЭС Центра;03.07.2023;22;25087.99;24126.60;1533.28;1480.99;1830.02;1163.16;
ОЭС Центра;03.07.2023;23;24284.37;22731.72;1454.66;1404.43;1684.37;1056.27;
ОЭС Центра;02.07.2023;0;22878.98;21835.16;1293.76;1247.25;1492.94;952.94;
ОЭС Центра;02.07.2023;1;21996.40;21067.36;1079.52;1038.95;1254.70;754.07;
ОЭС Центра;02.07.2023;2;21375.53;20700.65;953.44;917.54;1120.06;648.81;
ОЭС Центра;02.07.2023;3;20914.90;20702.05;891.12;857.88;1052.85;690.56;
ОЭС Центра;02.07.2023;4;20526.95;20702.05;822.86;791.43;990.58;675.99;
ОЭС Центра;02.07.2023;5;20546.49;20698.95;836.39;804.83;1007.00;752.78;
ОЭС Центра;02.07.2023;6;20329.80;21222.31;800.67;773.42;967.92;727.73;
ОЭС Центра;02.07.2023;7;21237.01;21680.72;1067.44;1030.85;1290.43;974.69;
ОЭС Центра;02.07.2023;8;22655.04;22908.60;1450.38;1401.12;1744.88;1339.80;
ОЭС Центра;02.07.2023;9;23925.26;23932.91;1670.92;1613.17;2009.45;1546.25;
ОЭС Центра;02.07.2023;10;24707.17;24357.54;1811.05;1749.21;2142.58;1680.07;
ОЭС Центра;02.07.2023;11;24929.65;24541.68;1828.77;1766.67;2155.53;1698.39;
ОЭС Центра;02.07.2023;12;24939.00;24590.27;1835.09;1772.80;2175.72;1704.52;
ОЭС Центра;02.07.2023;13;25000.60;24599.56;1840.96;1778.40;2173.66;1704.88;
ОЭС Центра;02.07.2023;14;25004.82;24601.02;1844.48;1781.94;2129.83;1704.89;
ОЭС Центра;02.07.2023;15;24913.04;24567.68;1840.33;1777.99;2118.51;1700.05;
ОЭС Центра;02.07.2023;16;24931.96;24825.63;1829.12;1767.57;2100.85;1689.03;
ОЭС Центра;02.07.2023;17;24859.42;25203.07;1813.04;1751.75;2079.42;1673.03;
ОЭС Центра;02.07.2023;18;24773.90;25149.60;1810.42;1748.81;2083.49;1664.77;
ОЭС Центра;02.07.2023;19;24658.24;25106.87;1805.61;1743.94;2088.32;1660.39;
ОЭС Центра;02.07.2023;20;24745.98;25085.63;1804.47;1742.53;2070.76;1655.65;
ОЭС Центра;02.07.2023;21;25050.98;25073.65;1806.02;1743.00;2108.05;1652.72;
ОЭС Центра;02.07.2023;22;24287.81;23823.78;1641.40;1583.31;1861.45;1454.69;
ОЭС Центра;02.07.2023;23;23724.16;22906.31;1459.51;1409.19;1680.38;1212.36;
ОЭС Центра;01.07.2023;0;23346.04;21582.76;1446.52;1393.56;1687.37;1146.41;
ОЭС Центра;01.07.2023;1;22430.44;21209.58;1258.75;1217.06;1440.34;945.75;
ОЭС Центра;01.07.2023;2;21794.44;20793.57;1136.80;1097.85;1307.49;822.17;
ОЭС Центра;01.07.2023;3;21259.12;20461.15;1024.07;987.22;1193.97;831.81;
ОЭС Центра;01.07.2023;4;20852.54;20381.69;975.54;939.22;1155.73;826.69;
ОЭС Центра;01.07.2023;5;20935.72;20579.99;1021.78;984.78;1206.64;926.55;
ОЭС Центра;01.07.2023;6;20922.05;21123.91;1098.15;1062.46;1270.39;1012.43;
ОЭС Центра;01.07.2023;7;22067.60;21930.90;1406.34;1355.59;1717.42;1271.99;
ОЭС Центра;01.07.2023;8;23823.80;23436.95;1563.18;1507.66;1912.57;1430.86;
ОЭС Центра;01.07.2023;9;25150.28;24272.91;1803.14;1741.17;2128.03;1649.99;
ОЭС Центра;01.07.2023;10;25809.15;24556.04;1870.48;1802.48;2215.44;1700.55;
ОЭС Центра;01.07.2023;11;25969.37;24606.00;1945.86;1859.05;2368.18;1435.73;
ОЭС Центра;01.07.2023;12;25896.76;24610.80;1937.89;1849.93;2362.00;1397.38;
ОЭС Центра;01.07.2023;13;25880.20;24641.81;1940.03;1852.89;2372.35;1403.35;
ОЭС Центра;01.07.2023;14;25764.87;24577.37;1918.58;1829.09;2362.73;1300.38;
ОЭС Центра;01.07.2023;15;25632.03;24368.67;1918.77;1829.42;2307.13;1299.80;
ОЭС Центра;01.07.2023;16;25520.10;24369.12;1831.58;1763.08;2140.39;1643.65;
ОЭС Центра;01.07.2023;17;25367.53;24763.90;1723.06;1662.15;2006.97;1587.28;
ОЭС Центра;01.07.2023;18;25115.05;24774.10;1658.49;1599.75;1942.40;1533.18;
ОЭС Центра;01.07.2023;19;24842.11;24787.60;1610.76;1554.17;1898.93;1492.13;
ОЭС Центра;01.07.2023;20;24746.21;24788.20;1614.50;1558.19;1881.00;1496.07;
ОЭС Центра;01.07.2023;21;25097.19;24372.88;1653.89;1583.80;1926.02;1498.75;
ОЭС Центра;01.07.2023;22;24453.80;23138.19;1602.63;1542.97;1839.16;1417.51;
ОЭС Центра;01.07.2023;23;23951.70;22321.23;1459.62;1402.11;1699.63;1237.65;
ОЭС Центра;30.06.2023;0;23028.94;21670.71;1278.06;1232.44;1508.62;1026.21;
ОЭС Центра;30.06.2023;1;22129.57;20892.98;1061.59;1021.95;1256.80;802.08;
ОЭС Центра;30.06.2023;2;21564.97;20637.68;925.81;890.67;1118.67;690.24;
ОЭС Центра;30.06.2023;3;21167.81;20618.48;727.89;691.49;955.25;429.82;
ОЭС Центра;30.06.2023;4;20936.75;20648.48;743.64;706.16;985.15;439.74;
ОЭС Центра;30.06.2023;5;21290.56;21004.37;1041.92;990.40;1425.25;616.43;
ОЭС Центра;30.06.2023;6;21930.96;21432.83;1110.63;1060.45;1514.77;665.21;
ОЭС Центра;30.06.2023;7;23751.41;22959.29;1423.46;1366.98;1893.35;981.25;
ОЭС Центра;30.06.2023;8;25749.91;24925.56;1663.32;1605.46;2061.45;1297.46;
ОЭС Центра;30.06.2023;9;27007.86;25829.44;1855.81;1791.81;2284.07;1481.37;
ОЭС Центра;30.06.2023;10;27401.04;26054.54;1921.01;1852.50;2331.04;1623.80;
ОЭС Центра;30.06.2023;11;27330.56;25852.73;1914.18;1847.72;2330.69;1522.08;
ОЭС Центра;30.06.2023;12;27115.25;25877.44;1960.62;1893.39;2397.65;1667.55;
ОЭС Центра;30.06.2023;13;27254.93;26033.30;1964.58;1897.02;2406.10;1664.80;
ОЭС Центра;30.06.2023;14;27220.78;25119.91;2028.78;1956.26;2457.85;1641.51;
ОЭС Центра;30.06.2023;15;27039.37;25187.82;2043.77;1971.14;2452.86;1615.42;
ОЭС Центра;30.06.2023;16;26859.09;25111.18;2031.73;1959.57;2436.39;1608.53;
ОЭС Центра;30.06.2023;17;26590.79;24988.84;1985.20;1915.40;2382.96;1577.13;
ОЭС Центра;30.06.2023;18;26339.73;24784.34;1971.43;1901.03;2349.99;1578.22;
ОЭС Центра;30.06.2023;19;26030.01;24591.44;1904.12;1835.82;2300.01;1522.20;
ОЭС Центра;30.06.2023;20;25766.53;24455.26;1865.74;1800.22;2247.18;1505.29;
ОЭС Центра;30.06.2023;21;25899.97;24559.63;1904.34;1837.18;2298.12;1555.05;
ОЭС Центра;30.06.2023;22;24945.89;23542.71;1732.69;1669.86;2088.93;1373.43;
ОЭС Центра;30.06.2023;23;24234.19;22279.29;1572.03;1516.04;1833.67;1288.80;
ОЭС Центра;29.06.2023;0;22913.20;21346.40;1092.64;1053.35;1282.09;902.02;
ОЭС Центра;29.06.2023;1;22046.76;20905.03;962.02;926.35;1144.37;767.16;
ОЭС Центра;29.06.2023;2;21493.77;20940.53;885.66;853.45;1072.66;688.03;
ОЭС Центра;29.06.2023;3;21077.96;20954.93;822.26;792.43;1007.19;636.55;
ОЭС Центра;29.06.2023;4;20843.65;20994.93;822.04;791.74;1021.68;622.19;
ОЭС Центра;29.06.2023;5;21146.23;21138.63;917.22;883.69;1138.45;716.98;
ОЭС Центра;29.06.2023;6;21770.16;21944.59;1249.92;1206.39;1595.97;1037.85;
ОЭС Центра;29.06.2023;7;23666.86;23578.56;1479.29;1427.39;1903.91;1331.13;
ОЭС Центра;29.06.2023;8;25655.06;25638.98;1749.03;1685.88;2134.85;1603.05;
ОЭС Центра;29.06.2023;9;26933.54;26526.62;1967.11;1899.39;2368.51;1809.69;
ОЭС Центра;29.06.2023;10;27350.28;26631.23;2002.57;1929.65;2376.19;1829.52;
ОЭС Центра;29.06.2023;11;27293.15;26424.74;2007.67;1935.51;2379.12;1838.03;
ОЭС Центра;29.06.2023;12;27051.58;26331.91;1985.50;1919.99;2298.68;1837.72;
ОЭС Центра;29.06.2023;13;27257.62;26552.76;2002.73;1930.54;2393.39;1833.28;
ОЭС Центра;29.06.2023;14;27257.51;25606.33;2050.75;1981.25;2433.36;1882.77;
ОЭС Центра;29.06.2023;15;27058.68;25493.73;2038.74;1969.67;2412.39;1806.76;
ОЭС Центра;29.06.2023;16;26899.26;25266.97;2035.57;1967.16;2391.16;1798.57;
ОЭС Центра;29.06.2023;17;26641.27;24936.97;2032.67;1963.61;2375.12;1798.37;
ОЭС Центра;29.06.2023;18;26439.71;24907.27;2013.77;1945.37;2350.00;1781.75;
ОЭС Центра;29.06.2023;19;26086.34;24786.75;1939.23;1872.98;2300.00;1701.58;
ОЭС Центра;29.06.2023;20;25905.26;24723.36;1895.94;1830.89;2241.77;1649.74;
ОЭС Центра;29.06.2023;21;26021.06;24743.13;1907.61;1842.16;2254.60;1710.35;
ОЭС Центра;29.06.2023;22;25016.64;23193.38;1588.89;1524.55;1887.06;1357.29;
ОЭС Центра;29.06.2023;23;24274.50;22021.21;1431.30;1380.84;1674.93;1201.34;
ОЭС Центра;28.06.2023;0;22968.06;21199.69;1082.51;1043.05;1263.16;903.68;
ОЭС Центра;28.06.2023;1;22068.50;20907.18;921.65;886.96;1100.23;757.71;
ОЭС Центра;28.06.2023;2;21395.92;20913.68;835.28;804.44;1018.66;653.41;
ОЭС Центра;28.06.2023;3;20958.99;20916.08;797.93;768.64;985.83;615.12;
ОЭС Центра;28.06.2023;4;20725.11;20916.08;790.54;761.25;985.84;615.65;
ОЭС Центра;28.06.2023;5;21082.67;21004.63;865.38;833.70;1100.37;681.16;
ОЭС Центра;28.06.2023;6;21718.28;21569.33;1211.13;1169.49;1528.68;1008.32;
ОЭС Центра;28.06.2023;7;23584.24;23221.43;1446.23;1395.63;1852.06;1289.22;
ОЭС Центра;28.06.2023;8;25619.47;25091.96;1683.95;1627.14;2078.38;1560.10;
ОЭС Центра;28.06.2023;9;26914.75;25986.41;1868.50;1805.27;2190.94;1728.55;
ОЭС Центра;28.06.2023;10;27338.25;26104.60;1958.96;1891.25;2309.09;1810.78;
ОЭС Центра;28.06.2023;11;27289.03;25925.64;1956.29;1891.36;2301.80;1815.40;
ОЭС Центра;28.06.2023;12;27070.56;25851.36;1939.94;1875.91;2281.50;1798.73;
ОЭС Центра;28.06.2023;13;27201.12;26041.38;1956.38;1891.55;2324.24;1814.54;
ОЭС Центра;28.06.2023;14;27159.90;25222.66;2051.08;1980.73;2453.61;1891.30;
ОЭС Центра;28.06.2023;15;26991.44;25177.22;2022.97;1954.30;2404.03;1872.43;
ОЭС Центра;28.06.2023;16;26903.33;25149.78;1995.95;1929.25;2354.08;1856.63;
