ОЭС;Дата;Час;Объем полного планового потребления, МВт*ч;Объем планового производства, МВт*ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт*ч;Индекс равновесных цен на продажу электроэнергии, руб.МВт*ч;Максимальный индекс равновесной цены, руб.МВт*ч;Минимальный индекс равновесной цены, руб.МВт*ч;
ОЭС Центра;21.05.2023;20;25619.68;24945.26;1945.65;1879.32;2171.31;1617.86;
ОЭС Центра;21.05.2023;21;26014.95;24761.58;1934.23;1864.82;2184.47;1607.19;
ОЭС Центра;21.05.2023;22;24870.09;23285.33;1849.07;1800.70;2014.65;1529.92;
ОЭС Центра;21.05.2023;23;24342.49;22741.58;1601.68;1562.69;1726.69;1317.23;
ОЭС Центра;20.05.2023;0;23805.72;21170.17;1494.47;1444.60;1646.96;1115.02;
ОЭС Центра;20.05.2023;1;23037.56;21146.59;1344.50;1301.19;1475.26;1006.35;
ОЭС Центра;20.05.2023;2;22513.53;21054.60;1258.94;1219.71;1377.21;910.19;
ОЭС Центра;20.05.2023;3;22248.24;20721.73;1158.26;1121.55;1267.78;834.07;
ОЭС Центра;20.05.2023;4;21951.29;20757.65;1138.65;1102.52;1243.25;888.05;
ОЭС Центра;20.05.2023;5;21928.34;20956.99;1184.88;1147.93;1294.48;1026.78;
ОЭС Центра;20.05.2023;6;21863.06;21243.60;1275.33;1236.75;1397.75;1133.98;
ОЭС Центра;20.05.2023;7;22850.94;22073.19;1442.44;1398.36;1586.77;1316.89;
ОЭС Центра;20.05.2023;8;24374.91;23283.07;1681.11;1628.83;1860.59;1515.62;
ОЭС Центра;20.05.2023;9;25548.45;23976.37;1866.10;1809.17;2053.52;1698.93;
ОЭС Центра;20.05.2023;10;25928.06;24188.97;1936.83;1872.46;2137.35;1772.84;
ОЭС Центра;20.05.2023;11;25973.01;24049.34;1930.34;1865.28;2131.50;1769.41;
ОЭС Центра;20.05.2023;12;25819.94;23967.67;1831.30;1769.35;2028.05;1667.86;
ОЭС Центра;20.05.2023;13;25783.65;23964.67;1810.44;1750.44;2005.67;1657.85;
ОЭС Центра;20.05.2023;14;25691.53;23963.17;1793.55;1734.22;1987.08;1635.34;
ОЭС Центра;20.05.2023;15;25561.91;23916.51;1758.62;1698.47;1966.33;1606.23;
ОЭС Центра;20.05.2023;16;25474.98;24153.42;1730.50;1672.47;1930.17;1585.06;
ОЭС Центра;20.05.2023;17;25440.70;24428.61;1696.62;1639.52;1902.38;1562.20;
ОЭС Центра;20.05.2023;18;25419.99;24464.82;1700.01;1643.90;1893.74;1554.06;
ОЭС Центра;20.05.2023;19;25361.56;24626.90;1748.63;1686.46;1959.24;1573.21;
ОЭС Центра;20.05.2023;20;25681.38;25017.76;1803.88;1736.16;2015.39;1598.24;
ОЭС Центра;20.05.2023;21;26100.12;24864.47;1827.72;1757.79;2051.44;1604.26;
ОЭС Центра;20.05.2023;22;25020.99;22971.57;1665.13;1607.06;1864.55;1492.93;
ОЭС Центра;20.05.2023;23;24534.13;22021.57;1471.39;1422.94;1627.76;1347.23;
ОЭС Центра;19.05.2023;0;23282.24;21299.45;1233.31;1195.79;1354.19;921.45;
ОЭС Центра;19.05.2023;1;22506.72;20472.28;1083.65;1049.08;1198.81;755.06;
ОЭС Центра;19.05.2023;2;22024.03;20113.07;977.28;945.99;1081.07;658.81;
ОЭС Центра;19.05.2023;3;21762.70;20117.87;927.11;897.50;1024.10;605.08;
ОЭС Центра;19.05.2023;4;21567.26;20119.87;945.77;915.63;1042.28;600.47;
ОЭС Центра;19.05.2023;5;21909.17;21041.09;1190.03;1153.54;1308.73;786.15;
ОЭС Центра;19.05.2023;6;22676.86;21801.99;1352.36;1310.80;1500.84;960.15;
ОЭС Центра;19.05.2023;7;24501.31;22922.62;1663.29;1609.27;1870.04;1263.04;
ОЭС Центра;19.05.2023;8;26449.85;24531.97;1944.88;1877.88;2205.99;1453.14;
ОЭС Центра;19.05.2023;9;27608.15;25592.58;2031.58;1958.99;2321.00;1579.58;
ОЭС Центра;19.05.2023;10;27757.35;25599.32;2040.34;1966.74;2333.47;1591.24;
ОЭС Центра;19.05.2023;11;27562.31;25095.10;2062.98;1990.18;2356.32;1591.77;
ОЭС Центра;19.05.2023;12;27286.03;24626.74;2059.15;1986.55;2359.38;1574.48;
ОЭС Центра;19.05.2023;13;27409.39;24770.55;2072.92;2001.16;2362.03;1744.15;
ОЭС Центра;19.05.2023;14;27275.89;24730.91;2071.94;2000.47;2371.45;1921.51;
ОЭС Центра;19.05.2023;15;27077.00;24536.43;2058.95;1987.33;2354.90;1905.29;
ОЭС Центра;19.05.2023;16;26847.19;24492.18;2020.96;1950.88;2272.77;1803.70;
ОЭС Центра;19.05.2023;17;26606.05;24375.79;1982.33;1913.95;2221.68;1642.21;
ОЭС Центра;19.05.2023;18;26437.42;24396.44;1943.87;1878.34;2163.11;1509.52;
ОЭС Центра;19.05.2023;19;26222.78;24579.60;1928.28;1860.73;2150.79;1476.09;
ОЭС Центра;19.05.2023;20;26514.20;24830.32;1947.83;1879.59;2165.14;1493.47;
ОЭС Центра;19.05.2023;21;26759.51;24413.55;2004.05;1934.10;2252.26;1533.14;
ОЭС Центра;19.05.2023;22;25506.02;23004.92;1853.09;1790.23;2071.03;1313.25;
ОЭС Центра;19.05.2023;23;24736.09;21933.92;1557.15;1507.20;1719.17;1045.00;
ОЭС Центра;18.05.2023;0;23640.28;21336.94;1255.65;1216.80;1399.66;909.55;
ОЭС Центра;18.05.2023;1;22854.80;20835.04;1145.90;1110.24;1272.61;845.74;
ОЭС Центра;18.05.2023;2;22408.79;20205.67;1040.75;1007.63;1156.37;752.01;
ОЭС Центра;18.05.2023;3;22192.77;20050.91;1015.65;983.82;1127.92;714.65;
ОЭС Центра;18.05.2023;4;22022.91;20329.56;1076.52;1042.86;1190.26;846.88;
ОЭС Центра;18.05.2023;5;22316.48;21032.48;1160.45;1125.66;1281.48;932.98;
ОЭС Центра;18.05.2023;6;22969.07;21702.69;1357.68;1316.71;1510.21;1191.84;
ОЭС Центра;18.05.2023;7;24701.31;22723.83;1608.26;1555.93;1810.93;1380.44;
ОЭС Центра;18.05.2023;8;26529.05;24015.99;1901.41;1834.51;2169.30;1607.59;
ОЭС Центра;18.05.2023;9;27610.01;25272.03;1983.36;1910.19;2282.72;1660.33;
ОЭС Центра;18.05.2023;10;27857.58;25333.53;2007.44;1929.29;2319.58;1648.94;
ОЭС Центра;18.05.2023;11;27586.44;24728.41;1994.80;1922.59;2293.04;1679.40;
ОЭС Центра;18.05.2023;12;27303.26;24322.08;1998.03;1926.99;2290.04;1656.93;
ОЭС Центра;18.05.2023;13;27456.30;24445.12;2044.65;1974.13;2237.00;1702.13;
ОЭС Центра;18.05.2023;14;27334.08;24403.67;2017.25;1945.80;2309.82;1670.54;
ОЭС Центра;18.05.2023;15;27281.00;24299.85;2002.60;1930.65;2292.52;1671.79;
ОЭС Центра;18.05.2023;16;27031.02;24203.85;1992.44;1921.23;2286.83;1671.04;
ОЭС Центра;18.05.2023;17;26798.46;24081.59;1973.10;1903.92;2249.54;1636.51;
ОЭС Центра;18.05.2023;18;26622.90;24103.28;1945.65;1878.60;2202.42;1640.49;
ОЭС Центра;18.05.2023;19;26425.73;24592.35;1941.16;1871.65;2213.22;1612.67;
ОЭС Центра;18.05.2023;20;26710.72;24772.31;1959.12;1888.21;2234.69;1622.75;
ОЭС Центра;18.05.2023;21;26774.74;24067.68;2038.97;1963.17;2378.51;1706.46;
ОЭС Центра;18.05.2023;22;25419.08;22770.76;1822.93;1756.95;2128.84;1540.40;
ОЭС Центра;18.05.2023;23;24691.45;21643.61;1569.10;1517.21;1783.42;1281.11;
ОЭС Центра;17.05.2023;0;23539.47;21744.85;1184.08;1144.91;1320.17;846.80;
ОЭС Центра;17.05.2023;1;22785.85;21086.90;1086.93;1050.20;1209.08;804.05;
ОЭС Центра;17.05.2023;2;22360.63;20766.11;1010.48;976.78;1122.06;724.08;
ОЭС Центра;17.05.2023;3;22120.29;20767.61;952.83;921.10;1057.70;667.22;
ОЭС Центра;17.05.2023;4;21935.97;20769.61;986.89;954.18;1093.33;682.82;
ОЭС Центра;17.05.2023;5;22198.54;21572.03;1094.97;1059.93;1210.63;764.56;
ОЭС Центра;17.05.2023;6;22917.74;22155.26;1353.07;1309.36;1507.32;997.57;
ОЭС Центра;17.05.2023;7;24607.98;22894.84;1571.00;1516.84;1769.32;1153.08;
ОЭС Центра;17.05.2023;8;26353.17;24714.86;1723.71;1658.18;1960.52;1333.74;
ОЭС Центра;17.05.2023;9;27351.65;25940.29;1866.94;1790.70;2139.62;1436.19;
ОЭС Центра;17.05.2023;10;27452.06;25783.00;1824.34;1750.04;2126.57;1404.55;
ОЭС Центра;17.05.2023;11;27246.93;25021.57;1884.40;1812.13;2147.30;1488.23;
ОЭС Центра;17.05.2023;12;26988.64;24521.26;1886.11;1814.08;2143.58;1438.25;
ОЭС Центра;17.05.2023;13;27112.78;24551.78;1904.99;1832.65;2168.64;1464.23;
ОЭС Центра;17.05.2023;14;27020.18;24519.37;1900.45;1828.21;2161.69;1422.81;
ОЭС Центра;17.05.2023;15;26800.59;24462.46;1814.72;1746.11;2069.96;1373.97;
ОЭС Центра;17.05.2023;16;26516.94;24308.73;1737.50;1673.31;1975.87;1336.64;
ОЭС Центра;17.05.2023;17;26253.09;24050.07;1701.34;1639.57;1929.96;1286.73;
ОЭС Центра;17.05.2023;18;26117.90;24001.46;1681.41;1620.93;1907.95;1262.48;
ОЭС Центра;17.05.2023;19;25936.27;24357.85;1693.24;1626.10;1932.62;1229.93;
ОЭС Центра;17.05.2023;20;26447.24;24959.68;1745.68;1674.94;1989.73;1281.81;
ОЭС Центра;17.05.2023;21;26664.94;24201.08;1885.05;1810.19;2154.27;1397.74;
ОЭС Центра;17.05.2023;22;25300.12;22700.15;1640.96;1583.48;1855.80;1240.26;
ОЭС Центра;17.05.2023;23;24656.94;22094.36;1394.89;1347.37;1565.03;1044.70;
ОЭС Центра;16.05.2023;0;24074.84;21422.08;1277.96;1235.79;1420.43;937.21;
ОЭС Центра;16.05.2023;1;23306.54;21027.99;1179.31;1141.08;1305.16;843.95;
ОЭС Центра;16.05.2023;2;22870.37;20732.53;1093.36;1057.69;1208.24;774.26;
ОЭС Центра;16.05.2023;3;22658.06;20427.01;1078.68;1042.82;1193.26;734.05;
ОЭС Центра;16.05.2023;4;22443.70;20670.01;1091.99;1056.23;1203.08;681.29;
ОЭС Центра;16.05.2023;5;22695.22;21218.97;1228.23;1188.80;1352.92;827.62;
ОЭС Центра;16.05.2023;6;23328.63;21662.76;1419.01;1372.69;1567.70;1038.62;
ОЭС Центра;16.05.2023;7;25049.58;22879.83;1610.61;1554.01;1802.76;1226.81;
ОЭС Центра;16.05.2023;8;26677.04;24499.06;1809.20;1741.28;2056.25;1423.78;
ОЭС Центра;16.05.2023;9;27518.01;25350.40;1929.26;1842.11;2267.06;1434.96;
ОЭС Центра;16.05.2023;10;27621.69;25371.79;1918.82;1830.98;2267.00;1396.18;
ОЭС Центра;16.05.2023;11;27408.36;24552.53;1893.33;1820.39;2172.20;1439.97;
ОЭС Центра;16.05.2023;12;27105.09;24136.12;1907.56;1834.74;2187.14;1377.08;
ОЭС Центра;16.05.2023;13;27356.08;24452.92;1937.12;1863.10;2222.12;1417.56;
ОЭС Центра;16.05.2023;14;27235.58;24400.98;1936.11;1862.52;2219.21;1427.95;
ОЭС Центра;16.05.2023;15;26972.05;23964.63;1895.62;1823.70;2157.98;1356.61;
ОЭС Центра;16.05.2023;16;26712.61;23770.06;1788.92;1721.72;2033.19;1282.81;
ОЭС Центра;16.05.2023;17;26462.32;23771.06;1744.36;1679.46;1977.51;1275.00;
ОЭС Центра;16.05.2023;18;26368.94;24018.01;1720.12;1654.74;1955.48;1261.06;
ОЭС Центра;16.05.2023;19;26288.91;24487.41;1722.00;1653.97;1961.98;1261.55;
ОЭС Центра;16.05.2023;20;26890.71;25114.86;1855.93;1766.99;2267.00;1304.38;
ОЭС Центра;16.05.2023;21;27162.10;24402.14;1945.03;1868.11;2229.36;1434.01;
ОЭС Центра;16.05.2023;22;25820.87;23077.13;1704.37;1640.68;1950.09;1185.79;
ОЭС Центра;16.05.2023;23;25142.96;22066.39;1478.03;1427.03;1675.40;1022.06;
ОЭС Центра;15.05.2023;0;24059.38;20936.70;1339.03;1294.73;1494.96;1084.39;
ОЭС Центра;15.05.2023;1;23345.26;20359.30;1149.99;1112.03;1280.60;914.15;
ОЭС Центра;15.05.2023;2;22916.68;19928.09;1090.13;1053.70;1210.13;856.22;
ОЭС Центра;15.05.2023;3;22735.06;19867.83;1062.60;1027.27;1180.91;814.73;
ОЭС Центра;15.05.2023;4;22603.03;20004.96;1088.68;1052.90;1203.32;815.54;
ОЭС Центра;15.05.2023;5;22860.71;20708.91;1157.84;1120.56;1280.90;1062.98;
ОЭС Центра;15.05.2023;6;23540.30;21815.30;1372.94;1328.26;1544.66;1250.25;
ОЭС Центра;15.05.2023;7;25335.85;22943.61;1613.61;1556.05;1845.72;1455.72;
ОЭС Центра;15.05.2023;8;27023.69;24315.22;1915.08;1844.34;2137.31;1716.97;
ОЭС Центра;15.05.2023;9;27973.20;25390.30;1968.79;1892.14;2218.08;1739.59;
ОЭС Центра;15.05.2023;10;28091.12;25362.94;1966.95;1890.38;2218.07;1664.87;
ОЭС Центра;15.05.2023;11;27877.64;24967.55;1982.02;1906.96;2219.58;1674.43;
ОЭС Центра;15.05.2023;12;27533.55;24486.10;1968.35;1896.52;2197.23;1587.26;
ОЭС Центра;15.05.2023;13;27634.22;24618.42;2001.02;1926.49;2230.08;1636.16;
ОЭС Центра;15.05.2023;14;27514.08;24417.87;1966.62;1894.25;2193.37;1606.71;
ОЭС Центра;15.05.2023;15;27282.14;23971.25;1957.87;1883.37;2188.02;1587.06;
ОЭС Центра;15.05.2023;16;26978.71;23636.53;1925.74;1855.00;2154.81;1544.18;
ОЭС Центра;15.05.2023;17;26686.77;23352.52;1901.88;1826.96;2142.16;1510.57;
ОЭС Центра;15.05.2023;18;26619.49;23795.09;1852.86;1778.86;2089.17;1472.27;
ОЭС Центра;15.05.2023;19;26561.57;24460.82;1818.22;1744.88;2050.51;1464.94;
ОЭС Центра;15.05.2023;20;27171.55;24602.82;1887.74;1809.52;2131.71;1500.17;
ОЭС Центра;15.05.2023;21;27370.34;23768.54;1954.95;1876.30;2212.06;1597.52;
ОЭС Центра;15.05.2023;22;26064.63;23015.83;1766.99;1692.32;2045.61;1332.38;
ОЭС Центра;15.05.2023;23;25343.00;21980.33;1542.74;1487.12;1742.29;1198.12;
ОЭС Центра;14.05.2023;0;24478.07;21415.17;1384.46;1333.79;1555.86;1199.30;
ОЭС Центра;14.05.2023;1;23663.22;20851.08;1175.05;1132.71;1314.72;944.64;
ОЭС Центра;14.05.2023;2;23177.95;20521.73;1093.54;1054.17;1222.32;839.39;
ОЭС Центра;14.05.2023;3;22906.63;20017.24;1079.92;1039.64;1207.32;791.50;
ОЭС Центра;14.05.2023;4;22640.53;19946.01;1063.31;1023.46;1195.90;770.27;
ОЭС Центра;14.05.2023;5;22497.33;20105.78;976.65;940.33;1091.61;723.85;
ОЭС Центра;14.05.2023;6;22146.01;20657.44;952.38;918.69;1066.33;728.87;
ОЭС Центра;14.05.2023;7;22798.60;21251.60;1156.27;1116.52;1294.19;916.75;
ОЭС Центра;14.05.2023;8;23970.41;21580.05;1439.23;1387.59;1624.88;1186.42;
ОЭС Центра;14.05.2023;9;24939.50;22045.66;1608.43;1548.82;1823.63;1408.55;
ОЭС Центра;14.05.2023;10;25423.06;22579.58;1669.30;1602.42;1899.15;1480.65;
ОЭС Центра;14.05.2023;11;25509.58;22692.11;1676.16;1608.52;1906.83;1480.85;
ОЭС Центра;14.05.2023;12;25462.25;22546.25;1670.62;1603.56;1899.03;1441.25;
ОЭС Центра;14.05.2023;13;25425.25;22561.94;1671.96;1605.18;1897.19;1445.67;
ОЭС Центра;14.05.2023;14;25332.71;22551.19;1669.65;1602.98;1895.05;1442.65;
ОЭС Центра;14.05.2023;15;25215.98;22516.50;1668.33;1601.51;1892.54;1426.26;
ОЭС Центра;14.05.2023;16;25202.05;22628.94;1667.99;1599.55;1929.66;1435.76;
ОЭС Центра;14.05.2023;17;25193.25;22989.70;1634.22;1566.76;1945.00;1411.00;
ОЭС Центра;14.05.2023;18;25313.69;23071.42;1668.65;1599.52;1945.02;1446.30;
ОЭС Центра;14.05.2023;19;25526.06;23515.84;1789.65;1700.03;2275.45;1284.31;
ОЭС Центра;14.05.2023;20;26271.70;23899.10;1906.56;1795.77;2439.55;1104.81;
ОЭС Центра;14.05.2023;21;26564.36;23651.85;1914.75;1805.73;2451.30;1092.05;
ОЭС Центра;14.05.2023;22;25537.90;22279.39;1698.55;1623.78;1940.98;1400.80;
ОЭС Центра;14.05.2023;23;25070.57;21506.60;1542.08;1488.39;1732.03;1290.94;
ОЭС Центра;13.05.2023;0;24935.40;21342.67;1552.19;1497.83;1739.61;1234.50;
ОЭС Центра;13.05.2023;1;24092.25;21169.38;1281.03;1238.46;1425.03;1007.98;
ОЭС Центра;13.05.2023;2;23620.99;20904.44;1138.59;1100.79;1265.56;861.38;
ОЭС Центра;13.05.2023;3;23370.38;20745.65;1103.31;1066.60;1225.81;809.35;
ОЭС Центра;13.05.2023;4;23104.80;20468.80;1097.05;1060.22;1223.92;890.41;
ОЭС Центра;13.05.2023;5;22965.58;20804.94;1103.33;1067.36;1221.62;1012.80;
ОЭС Центра;13.05.2023;6;22777.85;21177.10;1239.29;1198.67;1381.66;1133.09;
ОЭС Центра;13.05.2023;7;23671.06;21613.67;1420.86;1368.54;1599.47;1294.53;
ОЭС Центра;13.05.2023;8;25053.74;22782.76;1620.74;1559.07;1840.97;1465.15;
ОЭС Центра;13.05.2023;9;26087.89;22943.77;1900.17;1825.40;2127.13;1709.84;
ОЭС Центра;13.05.2023;10;26523.09;23255.80;1932.64;1860.48;2147.68;1747.37;
ОЭС Центра;13.05.2023;11;26545.93;23342.32;1935.20;1864.00;2145.55;1750.83;
ОЭС Центра;13.05.2023;12;26373.72;23049.40;1918.33;1846.15;2131.32;1735.93;
ОЭС Центра;13.05.2023;13;26302.73;23004.70;1915.51;1842.44;2128.60;1729.68;
ОЭС Центра;13.05.2023;14;26161.68;22962.39;1910.08;1836.40;2125.25;1725.83;
ОЭС Центра;13.05.2023;15;25954.40;22845.91;1893.55;1818.19;2118.32;1708.99;
ОЭС Центра;13.05.2023;16;25869.68;23300.77;1831.11;1756.61;2086.90;1634.82;
ОЭС Центра;13.05.2023;17;25821.76;23906.65;1818.73;1726.13;2283.11;1337.15;
ОЭС Центра;13.05.2023;18;25870.25;23899.90;1837.58;1739.96;2423.01;1251.64;
ОЭС Центра;13.05.2023;19;25895.88;24201.74;1874.87;1773.23;2434.20;1242.12;
ОЭС Центра;13.05.2023;20;26643.43;24633.42;1988.54;1864.51;2594.82;953.67;
ОЭС Центра;13.05.2023;21;26935.60;24523.36;1993.55;1871.22;2595.69;925.30;
ОЭС Центра;13.05.2023;22;25948.11;22816.91;1891.35;1757.43;2330.35;805.87;
ОЭС Центра;13.05.2023;23;25510.12;22110.03;1623.52;1560.26;1834.53;1478.64;
ОЭС Центра;12.05.2023;0;24812.96;21517.04;1220.27;1178.03;1356.64;1035.88;
ОЭС Центра;12.05.2023;1;24047.08;20718.57;1087.27;1048.39;1197.60;885.12;
ОЭС Центра;12.05.2023;2;23617.26;20487.57;1019.40;982.24;1126.03;813.30;
ОЭС Центра;12.05.2023;3;23408.01;20489.47;965.51;930.47;1072.82;747.09;
ОЭС Центра;12.05.2023;4;23369.97;20541.53;1050.80;1013.16;1162.97;896.74;
ОЭС Центра;12.05.2023;5;23503.85;21480.00;1106.23;1068.95;1221.07;1009.97;
ОЭС Центра;12.05.2023;6;24185.34;21729.82;1311.31;1265.89;1472.06;1189.87;
ОЭС Центра;12.05.2023;7;25893.91;22566.76;1547.35;1490.19;1766.78;1388.51;
ОЭС Центра;12.05.2023;8;27564.80;24435.32;1780.02;1707.22;2081.13;1558.89;
ОЭС Центра;12.05.2023;9;28395.39;25025.68;1911.58;1833.47;2255.76;1680.77;
ОЭС Центра;12.05.2023;10;28500.59;25026.38;1918.84;1837.52;2257.56;1685.73;
ОЭС Центра;12.05.2023;11;28227.58;24391.84;1926.40;1848.35;2255.98;1709.34;
ОЭС Центра;12.05.2023;12;27888.14;23893.56;1922.80;1845.96;2247.46;1661.85;
ОЭС Центра;12.05.2023;13;27986.50;24056.36;1934.81;1857.57;2252.46;1720.39;
ОЭС Центра;12.05.2023;14;27820.58;24003.16;1931.77;1854.67;2245.44;1716.21;
ОЭС Центра;12.05.2023;15;27611.99;23816.97;1921.19;1840.81;2229.59;1690.46;
ОЭС Центра;12.05.2023;16;27356.98;23772.33;1902.36;1786.25;2162.54;1482.15;
ОЭС Центра;12.05.2023;17;27173.17;23732.68;1887.18;1753.08;2118.51;1363.57;
ОЭС Центра;12.05.2023;18;27194.46;24068.63;1866.34;1736.80;2102.83;1357.46;
ОЭС Центра;12.05.2023;19;27263.00;24764.38;1785.37;1710.08;2066.60;1556.84;
ОЭС Центра;12.05.2023;20;27779.13;24785.23;1867.22;1774.05;2151.45;1558.93;
ОЭС Центра;12.05.2023;21;27814.12;24079.05;1956.14;1875.34;2281.71;1727.68;
ОЭС Центра;12.05.2023;22;26584.82;23055.17;1791.47;1718.51;2061.16;1581.85;
ОЭС Центра;12.05.2023;23;25973.05;22199.46;1638.79;1578.06;1851.46;1470.84;
ОЭС Центра;11.05.2023;0;25041.89;22201.49;1234.48;1195.57;1355.93;1109.95;
ОЭС Центра;11.05.2023;1;24302.04;21565.19;1095.13;1059.59;1200.53;912.68;
ОЭС Центра;11.05.2023;2;23886.44;21283.12;1048.04;1013.51;1157.12;861.82;
ОЭС Центра;11.05.2023;3;23670.89;21187.63;1003.73;970.23;1109.99;836.56;
ОЭС Центра;11.05.2023;4;23574.79;21281.42;1023.78;989.87;1129.78;922.03;
ОЭС Центра;11.05.2023;5;23769.87;22023.28;1100.24;1065.97;1199.41;1004.50;
ОЭС Центра;11.05.2023;6;24293.36;22473.60;1265.35;1225.55;1389.57;1150.92;
ОЭС Центра;11.05.2023;7;25848.08;23288.42;1478.18;1428.41;1624.63;1336.54;
ОЭС Центра;11.05.2023;8;27473.04;25238.22;1737.32;1669.92;1933.46;1542.12;
ОЭС Центра;11.05.2023;9;28472.58;26047.41;1842.49;1768.70;2063.65;1629.53;
ОЭС Центра;11.05.2023;10;28661.09;26074.05;1859.74;1785.44;2084.23;1646.67;
ОЭС Центра;11.05.2023;11;28486.66;25322.64;1901.40;1827.83;2125.03;1699.62;
ОЭС Центра;11.05.2023;12;28132.34;24727.77;1914.96;1842.30;2137.03;1711.68;
ОЭС Центра;11.05.2023;13;28205.22;24782.15;1917.09;1844.49;2139.28;1713.91;
ОЭС Центра;11.05.2023;14;28115.27;24626.59;1896.30;1823.77;2116.79;1692.85;
ОЭС Центра;11.05.2023;15;27864.78;24792.10;1797.32;1726.91;2000.90;1604.94;
ОЭС Центра;11.05.2023;16;27621.43;24619.00;1748.96;1680.78;1942.85;1558.57;
ОЭС Центра;11.05.2023;17;27471.03;24517.13;1725.17;1661.82;1911.34;1549.12;
ОЭС Центра;11.05.2023;18;27445.72;24508.94;1717.91;1652.02;1906.38;1524.62;
ОЭС Центра;11.05.2023;19;27479.82;25014.88;1716.03;1650.47;1905.46;1509.59;
ОЭС Центра;11.05.2023;20;28082.24;25451.36;1773.77;1704.08;1993.08;1551.02;
ОЭС Центра;11.05.2023;21;28226.00;24816.32;1823.69;1749.17;2051.87;1614.77;
ОЭС Центра;11.05.2023;22;26843.80;23253.53;1671.16;1610.26;1869.48;1496.57;
ОЭС Центра;11.05.2023;23;26207.61;22866.49;1367.46;1320.90;1511.85;1241.61;
